999	43	1	34	20	5	8	7	34	24	17	34	45	14	32	34	7	34	17	45
43	999	42	12	23	38	35	41	12	34	31	26	3	39	20	12	41	12	31	3
1	42	999	34	20	5	7	6	33	22	15	35	44	16	32	34	6	33	15	44
34	12	34	999	13	29	26	34	15	33	27	14	15	28	7	0	34	15	27	15
20	23	20	13	999	15	12	20	17	23	15	18	25	17	14	13	20	17	15	25
5	38	5	29	15	999	3	8	30	22	14	30	40	12	27	29	8	30	14	40
8	35	7	26	12	3	999	8	26	20	11	28	36	13	25	26	8	26	11	36
7	41	6	34	20	8	8	999	31	17	11	37	42	20	34	34	0	31	11	42
34	12	33	15	17	30	26	31	999	22	20	29	11	35	22	15	31	0	20	11
24	34	22	33	23	22	20	17	22	999	8	42	34	34	37	33	17	22	8	34
17	31	15	27	15	14	11	11	20	8	999	34	32	25	29	27	11	20	0	32
34	26	35	14	18	30	28	37	29	42	34	999	29	22	6	14	37	29	34	29
45	3	44	15	25	40	36	42	11	34	32	29	999	42	23	15	42	11	32	0
14	39	16	28	17	12	13	20	35	34	25	22	42	999	23	28	20	35	25	42
32	20	32	7	14	27	25	34	22	37	29	6	23	23	999	7	34	22	29	23
34	12	34	0	13	29	26	34	15	33	27	14	15	28	7	999	999	999	999	999
7	41	6	34	20	8	8	0	31	17	11	37	42	20	34	999	999	999	999	999
34	12	33	15	17	30	26	31	0	22	20	29	11	35	22	999	999	999	999	999
17	31	15	27	15	14	11	11	20	8	0	34	32	25	29	999	999	999	999	999
45	3	44	15	25	40	36	42	11	34	32	29	0	42	23	999	999	999	999	999
