999	10	31	32	7	22	20	26	11	31	6	34	38	28	20	10	22	6	38	20
10	999	28	23	12	13	24	17	18	30	5	25	33	18	12	0	13	5	33	12
31	28	999	20	38	20	21	18	25	7	26	18	7	23	18	28	20	26	7	18
32	23	20	999	36	10	34	6	34	27	26	3	19	6	12	23	10	26	19	12
7	12	38	36	999	26	28	30	19	39	12	38	45	31	24	12	26	12	45	24
22	13	20	10	26	999	28	4	25	25	16	12	23	6	3	13	0	16	23	3
20	24	21	34	28	28	999	29	9	16	19	34	28	34	24	24	28	19	28	24
26	17	18	6	30	4	29	999	28	25	20	8	20	5	6	17	4	20	20	6
11	18	25	34	19	25	9	28	999	23	12	35	33	32	22	18	25	12	33	22
31	30	7	27	39	25	16	25	23	999	27	25	13	30	22	30	25	27	13	22
6	5	26	26	12	16	19	20	12	27	999	27	32	22	13	5	16	0	32	13
34	25	18	3	38	12	34	8	35	25	27	999	16	10	14	25	12	27	16	14
38	33	7	19	45	23	28	20	33	13	32	16	999	25	22	33	23	32	0	22
28	18	23	6	31	6	34	5	32	30	22	10	25	999	9	18	6	22	25	9
20	12	18	12	24	3	24	6	22	22	13	14	22	9	999	12	3	13	22	0
10	0	28	23	12	13	24	17	18	30	5	25	33	18	12	999	999	999	999	999
22	13	20	10	26	0	28	4	25	25	16	12	23	6	3	999	999	999	999	999
6	5	26	26	12	16	19	20	12	27	0	27	32	22	13	999	999	999	999	999
38	33	7	19	45	23	28	20	33	13	32	16	0	25	22	999	999	999	999	999
20	12	18	12	24	3	24	6	22	22	13	14	22	9	0	999	999	999	999	999
