999	20	12	6	11	18	20	11	14	15	12	20	8	16	17	20	6	11	20	8	999	20	12	5	11	18	20	9	14	15	12	20	4	16	17	20	5	11	20	4	999	20	12	5	11	18	20	9	14	15	12	20	4	16	17	20	5	11	20	4	999	20	12	5	11	18	20	10	14	15	12	20	8	16	17	20	5	11	20	8	999	20	12	6	11	18	20	9	14	15	12	20	5	16	17	20	6	11	20	5	999	20	12	5	11	18	20	8	14	15	12	20	5	16	17	20	5	11	20	5	999	20	12	6	11	18	20	9	14	15	12	20	5	16	17	20	6	11	20	5	999	20	12	5	11	18	20	8	14	15	12	20	4	16	17	20	5	11	20	4	999	20	12	5	11	18	20	12	14	15	12	20	4	16	17	20	5	11	20	4	999	20	12	5	11	18	20	8	14	15	12	20	5	16	17	20	5	11	20	5
20	999	14	20	11	3	4	14	12	5	8	1	17	15	11	0	20	11	4	17	20	999	14	20	11	4	5	14	12	5	8	2	17	15	11	0	20	11	5	17	20	999	14	20	11	3	4	14	12	5	8	1	17	15	11	0	20	11	4	17	20	999	14	20	11	3	4	14	12	5	8	1	17	15	11	0	20	11	4	17	20	999	14	20	11	3	4	14	12	5	8	1	17	15	11	0	20	11	4	17	20	999	14	20	11	5	5	14	12	5	8	2	17	15	11	0	20	11	5	17	20	999	14	20	11	3	4	14	12	5	8	1	17	15	11	0	20	11	4	17	20	999	14	20	11	3	4	14	12	5	8	1	17	15	11	0	20	11	4	17	20	999	14	20	11	3	4	14	12	5	8	1	17	15	11	0	20	11	4	17	20	999	14	20	11	5	9	14	12	5	8	2	17	15	11	0	20	11	9	17
12	14	999	9	13	12	12	5	17	10	9	15	13	4	5	14	9	13	12	13	12	14	999	9	13	12	12	5	17	10	9	15	13	4	5	14	9	13	12	13	12	14	999	9	13	12	12	6	17	10	9	15	13	4	5	14	9	13	12	13	12	14	999	9	13	12	12	5	17	10	9	15	13	4	5	14	9	13	12	13	12	14	999	9	13	12	12	6	17	10	9	15	13	4	5	14	9	13	12	13	12	14	999	9	13	12	12	6	17	10	9	15	13	4	5	14	9	13	12	13	12	14	999	9	13	12	12	6	17	10	9	15	13	6	5	14	9	13	12	13	12	14	999	9	13	12	12	6	17	10	9	15	13	6	5	14	9	13	12	13	12	14	999	9	13	12	12	6	17	10	9	15	13	6	5	14	9	13	12	13	12	14	999	9	13	12	12	5	17	10	9	15	13	4	5	14	9	13	12	13
6	20	9	999	13	18	19	5	16	14	12	20	8	12	14	20	0	13	19	8	5	20	9	999	13	18	19	7	16	14	12	20	8	12	14	20	0	13	19	8	5	20	9	999	13	18	19	7	16	14	12	20	8	12	14	20	0	13	19	8	5	20	9	999	13	18	19	5	16	14	12	20	8	12	14	20	0	13	19	8	6	20	9	999	13	18	19	6	16	14	12	20	8	12	14	20	0	13	19	8	5	20	9	999	13	18	19	5	16	14	12	20	8	12	14	20	0	13	19	8	6	20	9	999	13	18	19	6	16	14	12	20	8	12	14	20	0	13	19	8	5	20	9	999	13	18	19	6	16	14	12	20	8	12	14	20	0	13	19	8	5	20	9	999	13	18	19	8	16	14	12	20	8	12	14	20	0	13	19	8	5	20	9	999	13	18	19	6	16	14	12	20	8	12	14	20	0	13	19	8
11	11	13	13	999	11	12	9	4	8	5	10	7	16	14	11	13	0	12	7	11	11	13	13	999	11	12	9	4	8	5	10	7	16	14	11	13	0	12	7	11	11	13	13	999	11	12	9	5	8	6	10	7	16	14	11	13	0	12	7	11	11	13	13	999	11	12	9	4	8	5	10	7	16	14	11	13	0	12	7	11	11	13	13	999	11	12	9	4	8	5	10	7	16	14	11	13	0	12	7	11	11	13	13	999	11	12	9	4	8	6	10	7	16	14	11	13	0	12	7	11	11	13	13	999	11	12	9	4	8	6	10	7	16	14	11	13	0	12	7	11	11	13	13	999	11	12	9	4	8	6	10	7	16	14	11	13	0	12	7	11	11	13	13	999	11	12	9	4	8	6	10	7	16	14	11	13	0	12	7	11	11	13	13	999	11	12	9	4	8	5	10	7	16	14	11	13	0	12	7
18	3	12	18	11	999	2	12	12	3	7	3	16	12	8	3	18	11	2	16	18	4	12	18	11	999	2	12	12	3	9	3	16	12	8	4	18	11	2	16	18	3	12	18	11	999	2	12	12	3	8	3	16	12	8	3	18	11	2	16	18	3	12	18	11	999	2	12	12	3	8	3	16	12	8	3	18	11	2	16	18	3	12	18	11	999	2	12	12	3	7	3	16	12	8	3	18	11	2	16	18	5	12	18	11	999	4	12	12	3	15	3	16	12	8	5	18	11	4	16	18	3	12	18	11	999	2	12	12	3	7	3	16	12	8	3	18	11	2	16	18	3	12	18	11	999	2	12	12	3	7	3	16	12	8	3	18	11	2	16	18	3	12	18	11	999	2	12	12	3	9	3	16	12	8	3	18	11	2	16	18	5	12	18	11	999	3	12	12	3	15	3	16	12	8	5	18	11	3	16
20	4	12	19	12	2	999	13	14	5	8	5	18	11	10	4	19	12	0	18	20	5	12	19	12	2	999	13	14	5	8	5	18	11	9	5	19	12	0	18	20	4	12	19	12	2	999	13	14	5	8	5	18	11	9	4	19	12	0	18	20	4	12	19	12	2	999	13	14	5	8	5	18	11	8	4	19	12	0	18	20	4	12	19	12	2	999	13	14	5	8	5	18	11	8	4	19	12	0	18	20	5	12	19	12	4	999	13	14	5	8	5	18	11	11	5	19	12	0	18	20	4	12	19	12	2	999	13	14	5	8	5	18	11	8	4	19	12	0	18	20	4	12	19	12	2	999	13	14	5	8	5	18	11	9	4	19	12	0	18	20	4	12	19	12	2	999	13	14	5	8	5	18	11	9	4	19	12	0	18	20	9	12	19	12	3	999	13	14	5	8	5	18	11	18	9	19	12	0	18
11	14	5	5	9	12	13	999	13	9	7	14	8	8	8	14	5	9	13	8	9	14	5	7	9	12	13	999	13	9	7	14	8	8	8	14	7	9	13	8	9	14	6	7	9	12	13	999	13	9	7	14	8	8	8	14	7	9	13	8	10	14	5	5	9	12	13	999	13	9	7	14	8	8	8	14	5	9	13	8	9	14	6	6	9	12	13	999	13	9	7	14	8	8	8	14	6	9	13	8	8	14	6	5	9	12	13	999	13	9	7	14	8	8	8	14	5	9	13	8	9	14	6	6	9	12	13	999	13	9	7	14	8	8	8	14	6	9	13	8	8	14	6	6	9	12	13	999	13	9	7	14	8	8	8	14	6	9	13	8	12	14	6	8	9	12	13	999	13	9	7	14	8	8	8	14	8	9	13	8	8	14	5	6	9	12	13	999	13	9	7	14	8	8	8	14	6	9	13	8
14	12	17	16	4	12	14	13	999	10	9	10	9	20	17	12	16	4	14	9	14	12	17	16	4	12	14	13	999	10	9	10	9	20	17	12	16	4	14	9	14	12	17	16	5	12	14	13	999	10	9	10	9	20	17	12	16	5	14	9	14	12	17	16	4	12	14	13	999	10	9	10	9	20	17	12	16	4	14	9	14	12	17	16	4	12	14	13	999	10	9	10	9	20	17	12	16	4	14	9	14	12	17	16	4	12	14	13	999	10	10	10	9	20	17	12	16	4	14	9	14	12	17	16	4	12	14	13	999	10	8	10	9	20	17	12	16	4	14	9	14	12	17	16	4	12	14	13	999	10	9	10	9	20	17	12	16	4	14	9	14	12	17	16	4	12	14	13	999	10	12	10	9	20	17	12	16	4	14	9	14	12	17	16	4	12	14	13	999	10	9	10	9	20	17	12	16	4	14	9
15	5	10	14	8	3	5	9	10	999	3	5	13	11	8	5	14	8	5	13	15	5	10	14	8	3	5	9	10	999	5	5	13	11	8	5	14	8	5	13	15	5	10	14	8	3	5	9	10	999	4	5	13	11	8	5	14	8	5	13	15	5	10	14	8	3	5	9	10	999	4	5	13	11	8	5	14	8	5	13	15	5	10	14	8	3	5	9	10	999	3	5	13	11	8	5	14	8	5	13	15	5	10	14	8	3	5	9	10	999	5	5	13	11	8	5	14	8	5	13	15	5	10	14	8	3	5	9	10	999	3	5	13	11	8	5	14	8	5	13	15	5	10	14	8	3	5	9	10	999	4	5	13	11	8	5	14	8	5	13	15	5	10	14	8	3	5	9	10	999	4	5	13	11	8	5	14	8	5	13	15	5	10	14	8	3	5	9	10	999	4	5	13	11	8	5	14	8	5	13
