999	184	190	337	329	185	267	140	88	279	340	84	136	265	162	184	190	329	267	162
184	999	360	390	260	298	203	181	270	413	315	117	169	265	125	0	360	260	203	125
190	360	999	280	398	131	352	219	144	130	366	274	228	295	283	360	0	398	352	283
337	390	280	999	229	165	231	219	367	181	152	387	230	138	265	390	280	229	231	265
329	260	398	229	999	271	63	196	403	362	83	326	195	110	171	260	398	0	63	171
185	298	131	165	271	999	232	122	202	115	235	253	134	165	190	298	131	271	232	190
267	203	352	231	63	232	999	140	344	335	115	263	137	94	108	203	352	63	0	108
140	181	219	219	196	122	140	999	207	237	200	169	12	126	68	181	219	196	140	68
88	270	144	367	403	202	344	207	999	263	402	160	208	325	244	270	144	403	344	244
279	413	130	181	362	115	335	237	263	999	307	356	249	252	305	413	130	362	335	305
340	315	366	152	83	235	115	200	402	307	999	357	204	76	204	315	366	83	115	204
84	117	274	387	326	253	263	169	160	356	357	999	161	290	155	117	274	326	263	155
136	169	228	230	195	134	137	12	208	249	204	161	999	131	57	169	228	195	137	57
265	265	295	138	110	165	94	126	325	252	76	290	131	999	144	265	295	110	94	144
162	125	283	265	171	190	108	68	244	305	204	155	57	144	999	125	283	171	108	0
184	0	360	390	260	298	203	181	270	413	315	117	169	265	125	999	999	999	999	999
190	360	0	280	398	131	352	219	144	130	366	274	228	295	283	999	999	999	999	999
329	260	398	229	0	271	63	196	403	362	83	326	195	110	171	999	999	999	999	999
267	203	352	231	63	232	0	140	344	335	115	263	137	94	108	999	999	999	999	999
162	125	283	265	171	190	108	68	244	305	204	155	57	144	0	999	999	999	999	999
