999	288	148	325	20	240	91	323	213	329	300	206	203	326	229	0	148	240	206	326
288	999	207	37	271	102	238	235	158	43	190	293	89	275	154	288	207	102	293	275
148	207	999	243	128	120	177	175	73	250	153	99	123	181	240	148	0	120	99	181
325	37	243	999	308	133	271	254	190	9	210	326	126	296	173	325	243	133	326	296
20	271	128	308	999	220	90	303	193	312	280	190	185	307	220	20	128	220	190	307
240	102	120	133	220	999	223	146	57	141	103	193	62	181	205	240	120	0	193	181
91	238	177	271	90	223	999	341	219	273	309	263	169	356	143	91	177	223	263	356
323	235	175	254	303	146	341	999	123	263	44	164	206	45	351	323	175	146	164	45
213	158	73	190	193	57	219	123	999	198	90	135	95	145	237	213	73	57	135	145
329	43	250	9	312	141	273	263	198	999	219	334	132	305	170	329	250	141	334	305
300	190	153	210	280	103	309	44	90	219	999	169	164	86	308	300	153	103	169	86
206	293	99	326	190	193	263	164	135	334	169	999	216	144	340	206	99	193	0	144
203	89	123	126	185	62	169	206	95	132	164	216	999	236	145	203	123	62	216	236
326	275	181	296	307	181	356	45	145	305	86	144	236	999	381	326	181	181	144	0
229	154	240	173	220	205	143	351	237	170	308	340	145	381	999	229	240	205	340	381
0	288	148	325	20	240	91	323	213	329	300	206	203	326	229	999	999	999	999	999
148	207	0	243	128	120	177	175	73	250	153	99	123	181	240	999	999	999	999	999
240	102	120	133	220	0	223	146	57	141	103	193	62	181	205	999	999	999	999	999
206	293	99	326	190	193	263	164	135	334	169	0	216	144	340	999	999	999	999	999
326	275	181	296	307	181	356	45	145	305	86	144	236	0	381	999	999	999	999	999
