999	198	202	165	314	366	355	95	169	285	299	74	330	278	298	198	366	95	169	74
198	999	107	348	347	332	316	121	62	360	172	195	290	169	351	0	332	121	62	195
202	107	999	312	243	225	210	107	55	266	96	160	183	78	251	107	225	107	55	160
165	348	312	999	287	383	377	228	303	226	395	156	359	369	257	348	383	228	303	156
314	347	243	287	999	117	120	270	285	72	252	240	119	228	33	347	117	270	285	240
366	332	225	383	117	999	15	295	279	188	188	294	41	174	150	332	0	295	279	294
355	316	210	377	120	15	999	282	264	189	172	283	26	158	151	316	15	282	264	283
95	121	107	228	270	295	282	999	77	263	204	73	255	184	264	121	295	0	77	73
169	62	55	303	285	279	264	77	999	298	143	146	237	131	288	62	279	77	0	146
285	360	266	226	72	188	189	263	298	999	298	215	184	271	38	360	188	263	298	215
299	172	96	395	252	188	172	204	143	298	999	250	152	27	271	172	188	204	143	250
74	195	160	156	240	294	283	73	146	215	250	999	259	226	225	195	294	73	146	0
330	290	183	359	119	41	26	255	237	184	152	259	999	135	148	290	41	255	237	259
278	169	78	369	228	174	158	184	131	271	27	226	135	999	246	169	174	184	131	226
298	351	251	257	33	150	151	264	288	38	271	225	148	246	999	351	150	264	288	225
198	0	107	348	347	332	316	121	62	360	172	195	290	169	351	999	999	999	999	999
366	332	225	383	117	0	15	295	279	188	188	294	41	174	150	999	999	999	999	999
95	121	107	228	270	295	282	0	77	263	204	73	255	184	264	999	999	999	999	999
169	62	55	303	285	279	264	77	0	298	143	146	237	131	288	999	999	999	999	999
74	195	160	156	240	294	283	73	146	215	250	0	259	226	225	999	999	999	999	999
