999	99	101	82	157	183	177	47	84	142	149	42	165	139	149	99	183	47	84	42	999	99	101	82	157	183	177	47	84	142	149	44	165	139	149	99	183	47	84	44	999	99	101	82	157	183	177	47	84	142	149	38	165	139	149	99	183	47	84	38	999	99	101	82	157	183	177	47	84	142	149	82	165	139	149	99	183	47	84	82	999	99	101	82	157	183	177	47	84	142	149	63	165	139	149	99	183	47	84	63	999	9	10	8	15	18	17	4	8	14	14	4	16	13	14	9	18	4	8	4	999	99	101	82	157	183	177	47	84	142	149	44	165	139	149	99	183	47	84	44	999	99	101	82	157	183	177	47	84	142	149	38	165	139	149	99	183	47	84	38	999	99	101	82	157	183	177	47	84	142	149	41	165	139	149	99	183	47	84	41	999	99	101	82	157	183	177	47	84	142	149	52	165	139	149	99	183	47	84	52
99	999	84	174	173	166	158	60	45	180	86	97	145	84	175	0	166	60	45	97	99	999	59	174	173	166	158	60	31	180	86	97	145	88	175	0	166	60	31	97	99	999	119	174	173	166	158	60	74	180	86	97	145	172	175	0	166	60	74	97	99	999	62	174	173	166	158	60	34	180	86	97	145	93	175	0	166	60	34	97	99	999	67	174	173	166	158	60	34	180	86	97	145	92	175	0	166	60	34	97	9	999	6	17	17	16	15	6	3	18	8	9	14	10	17	0	16	6	3	9	99	999	55	174	173	166	158	60	37	180	86	97	145	103	175	0	166	60	37	97	99	999	59	174	173	166	158	60	38	180	86	97	145	103	175	0	166	60	38	97	99	999	77	174	173	166	158	60	39	180	86	97	145	120	175	0	166	60	39	97	99	999	57	174	173	166	158	60	38	180	86	97	145	101	175	0	166	60	38	97
101	84	999	156	121	112	105	53	40	133	64	126	91	55	125	84	112	53	40	126	101	59	999	156	121	112	105	53	34	133	49	84	91	47	125	59	112	53	34	84	101	119	999	156	121	112	105	53	62	133	64	113	91	54	125	119	112	53	62	113	101	62	999	156	121	112	105	53	30	133	51	100	91	40	125	62	112	53	30	100	101	67	999	156	121	112	105	53	31	133	49	113	91	44	125	67	112	53	31	113	10	6	999	15	12	11	10	5	3	13	5	8	9	4	12	6	11	5	3	8	101	55	999	156	121	112	105	53	33	133	51	85	91	39	125	55	112	53	33	85	101	59	999	156	121	112	105	53	34	133	59	98	91	39	125	59	112	53	34	98	101	77	999	156	121	112	105	53	29	133	53	86	91	40	125	77	112	53	29	86	101	57	999	156	121	112	105	53	33	133	52	94	91	46	125	57	112	53	33	94
82	174	156	999	143	191	188	114	151	113	197	86	179	184	128	174	191	114	151	86	82	174	156	999	143	191	188	114	151	113	197	92	179	184	128	174	191	114	151	92	82	174	156	999	143	191	188	114	151	113	197	84	179	184	128	174	191	114	151	84	82	174	156	999	143	191	188	114	151	113	197	116	179	184	128	174	191	114	151	116	82	174	156	999	143	191	188	114	151	113	197	125	179	184	128	174	191	114	151	125	8	17	15	999	14	19	18	11	15	11	19	8	17	18	12	17	19	11	15	8	82	174	156	999	143	191	188	114	151	113	197	122	179	184	128	174	191	114	151	122	82	174	156	999	143	191	188	114	151	113	197	81	179	184	128	174	191	114	151	81	82	174	156	999	143	191	188	114	151	113	197	89	179	184	128	174	191	114	151	89	82	174	156	999	143	191	188	114	151	113	197	85	179	184	128	174	191	114	151	85
157	173	121	143	999	58	60	135	142	36	126	120	59	114	18	173	58	135	142	120	157	173	121	143	999	58	60	135	142	58	126	120	59	114	34	173	58	135	142	120	157	173	121	143	999	58	60	135	142	42	126	120	59	114	20	173	58	135	142	120	157	173	121	143	999	58	60	135	142	40	126	120	59	114	17	173	58	135	142	120	157	173	121	143	999	58	60	135	142	42	126	120	59	114	19	173	58	135	142	120	15	17	12	14	999	5	6	13	14	3	12	12	5	11	1	17	5	13	14	12	157	173	121	143	999	58	60	135	142	41	126	120	59	114	20	173	58	135	142	120	157	173	121	143	999	58	60	135	142	38	126	120	59	114	18	173	58	135	142	120	157	173	121	143	999	58	60	135	142	44	126	120	59	114	19	173	58	135	142	120	157	173	121	143	999	58	60	135	142	40	126	120	59	114	20	173	58	135	142	120
183	166	112	191	58	999	8	147	139	94	94	147	22	103	89	166	0	147	139	147	183	166	112	191	58	999	9	147	139	94	94	147	25	95	129	166	0	147	139	147	183	166	112	191	58	999	9	147	139	94	94	147	24	95	80	166	0	147	139	147	183	166	112	191	58	999	8	147	139	94	94	147	24	91	92	166	0	147	139	147	183	166	112	191	58	999	8	147	139	94	94	147	23	100	87	166	0	147	139	147	18	16	11	19	5	999	1	14	13	9	9	14	3	12	10	16	0	14	13	14	183	166	112	191	58	999	9	147	139	94	94	147	21	88	87	166	0	147	139	147	183	166	112	191	58	999	7	147	139	94	94	147	25	102	81	166	0	147	139	147	183	166	112	191	58	999	9	147	139	94	94	147	25	105	91	166	0	147	139	147	183	166	112	191	58	999	8	147	139	94	94	147	25	103	75	166	0	147	139	147
177	158	105	188	60	8	999	141	132	94	86	141	16	79	75	158	8	141	132	141	177	158	105	188	60	9	999	141	132	94	86	141	15	79	75	158	9	141	132	141	177	158	105	188	60	9	999	141	132	94	86	141	16	79	75	158	9	141	132	141	177	158	105	188	60	8	999	141	132	94	86	141	16	79	75	158	8	141	132	141	177	158	105	188	60	8	999	141	132	94	86	141	16	79	75	158	8	141	132	141	17	15	10	18	6	1	999	14	13	9	8	14	2	7	7	15	1	14	13	14	177	158	105	188	60	9	999	141	132	94	86	141	15	79	75	158	9	141	132	141	177	158	105	188	60	7	999	141	132	94	86	141	13	79	75	158	7	141	132	141	177	158	105	188	60	9	999	141	132	94	86	141	14	79	75	158	9	141	132	141	177	158	105	188	60	8	999	141	132	94	86	141	14	79	75	158	8	141	132	141
47	60	53	114	135	147	141	999	38	131	102	39	127	92	132	60	147	0	38	39	47	60	53	114	135	147	141	999	38	131	102	39	127	92	132	60	147	0	38	39	47	60	53	114	135	147	141	999	38	131	102	40	127	92	132	60	147	0	38	40	47	60	53	114	135	147	141	999	38	131	102	47	127	92	132	60	147	0	38	47	47	60	53	114	135	147	141	999	38	131	102	48	127	92	132	60	147	0	38	48	4	6	5	11	13	14	14	999	3	13	10	4	12	9	13	6	14	0	3	4	47	60	53	114	135	147	141	999	38	131	102	38	127	92	132	60	147	0	38	38	47	60	53	114	135	147	141	999	38	131	102	51	127	92	132	60	147	0	38	51	47	60	53	114	135	147	141	999	38	131	102	42	127	92	132	60	147	0	38	42	47	60	53	114	135	147	141	999	38	131	102	37	127	92	132	60	147	0	38	37
84	45	40	151	142	139	132	38	999	149	71	73	118	65	144	45	139	38	0	73	84	31	34	151	142	139	132	38	999	149	71	73	118	65	144	31	139	38	0	73	84	74	62	151	142	139	132	38	999	149	71	73	118	65	144	74	139	38	0	73	84	34	30	151	142	139	132	38	999	149	71	73	118	65	144	34	139	38	0	73	84	34	31	151	142	139	132	38	999	149	71	73	118	65	144	34	139	38	0	73	8	3	3	15	14	13	13	3	999	14	7	7	11	6	14	3	13	3	0	7	84	37	33	151	142	139	132	38	999	149	71	73	118	65	144	37	139	38	0	73	84	38	34	151	142	139	132	38	999	149	71	73	118	65	144	38	139	38	0	73	84	39	29	151	142	139	132	38	999	149	71	73	118	65	144	39	139	38	0	73	84	38	33	151	142	139	132	38	999	149	71	73	118	65	144	38	139	38	0	73
142	180	133	113	36	94	94	131	149	999	149	107	96	135	23	180	94	131	149	107	142	180	133	113	58	94	94	131	149	999	149	107	133	135	39	180	94	131	149	107	142	180	133	113	42	94	94	131	149	999	149	107	106	135	24	180	94	131	149	107	142	180	133	113	40	94	94	131	149	999	149	107	107	135	22	180	94	131	149	107	142	180	133	113	42	94	94	131	149	999	149	107	112	135	20	180	94	131	149	107	14	18	13	11	3	9	9	13	14	999	14	10	13	13	2	18	9	13	14	10	142	180	133	113	41	94	94	131	149	999	149	107	109	135	23	180	94	131	149	107	142	180	133	113	38	94	94	131	149	999	149	107	104	135	22	180	94	131	149	107	142	180	133	113	44	94	94	131	149	999	149	107	109	135	23	180	94	131	149	107	142	180	133	113	40	94	94	131	149	999	149	107	112	135	24	180	94	131	149	107
149	86	64	197	126	94	86	102	71	149	999	125	76	15	135	86	94	102	71	125	149	86	49	197	126	94	86	102	71	149	999	125	76	14	135	86	94	102	71	125	149	86	64	197	126	94	86	102	71	149	999	125	76	15	135	86	94	102	71	125	149	86	51	197	126	94	86	102	71	149	999	125	76	14	135	86	94	102	71	125	149	86	49	197	126	94	86	102	71	149	999	125	76	17	135	86	94	102	71	125	14	8	5	19	12	9	8	10	7	14	999	12	7	1	13	8	9	10	7	12	149	86	51	197	126	94	86	102	71	149	999	125	76	14	135	86	94	102	71	125	149	86	59	197	126	94	86	102	71	149	999	125	76	16	135	86	94	102	71	125	149	86	53	197	126	94	86	102	71	149	999	125	76	16	135	86	94	102	71	125	149	86	52	197	126	94	86	102	71	149	999	125	76	13	135	86	94	102	71	125
42	97	126	86	120	147	141	39	73	107	125	999	129	113	112	97	147	39	73	0	44	97	84	92	120	147	141	39	73	107	125	999	129	113	112	97	147	39	73	0	38	97	113	84	120	147	141	40	73	107	125	999	129	113	112	97	147	40	73	0	82	97	100	116	120	147	141	47	73	107	125	999	129	113	112	97	147	47	73	0	63	97	113	125	120	147	141	48	73	107	125	999	129	113	112	97	147	48	73	0	4	9	8	8	12	14	14	4	7	10	12	999	12	11	11	9	14	4	7	0	44	97	85	122	120	147	141	38	73	107	125	999	129	113	112	97	147	38	73	0	38	97	98	81	120	147	141	51	73	107	125	999	129	113	112	97	147	51	73	0	41	97	86	89	120	147	141	42	73	107	125	999	129	113	112	97	147	42	73	0	52	97	94	85	120	147	141	37	73	107	125	999	129	113	112	97	147	37	73	0
165	145	91	179	59	22	16	127	118	96	76	129	999	67	74	145	22	127	118	129	165	145	91	179	59	25	15	127	118	133	76	129	999	67	74	145	25	127	118	129	165	145	91	179	59	24	16	127	118	106	76	129	999	67	74	145	24	127	118	129	165	145	91	179	59	24	16	127	118	107	76	129	999	67	74	145	24	127	118	129	165	145	91	179	59	23	16	127	118	112	76	129	999	67	74	145	23	127	118	129	16	14	9	17	5	3	2	12	11	13	7	12	999	6	7	14	3	12	11	12	165	145	91	179	59	21	15	127	118	109	76	129	999	67	74	145	21	127	118	129	165	145	91	179	59	25	13	127	118	104	76	129	999	67	74	145	25	127	118	129	165	145	91	179	59	25	14	127	118	109	76	129	999	67	74	145	25	127	118	129	165	145	91	179	59	25	14	127	118	112	76	129	999	67	74	145	25	127	118	129
139	84	55	184	114	103	79	92	65	135	15	113	67	999	123	84	103	92	65	113	139	88	47	184	114	95	79	92	65	135	14	113	67	999	123	88	95	92	65	113	139	172	54	184	114	95	79	92	65	135	15	113	67	999	123	172	95	92	65	113	139	93	40	184	114	91	79	92	65	135	14	113	67	999	123	93	91	92	65	113	139	92	44	184	114	100	79	92	65	135	17	113	67	999	123	92	100	92	65	113	13	10	4	18	11	12	7	9	6	13	1	11	6	999	12	10	12	9	6	11	139	103	39	184	114	88	79	92	65	135	14	113	67	999	123	103	88	92	65	113	139	103	39	184	114	102	79	92	65	135	16	113	67	999	123	103	102	92	65	113	139	120	40	184	114	105	79	92	65	135	16	113	67	999	123	120	105	92	65	113	139	101	46	184	114	103	79	92	65	135	13	113	67	999	123	101	103	92	65	113
