999	264	219	156	235	177	35	261	165	30	249	201	180	244	162	219	235	35	165	244
264	999	257	244	260	98	272	387	230	278	16	83	348	86	379	257	260	272	230	86
219	257	999	340	16	246	191	136	339	249	252	263	135	176	199	0	16	191	339	176
156	244	340	999	353	149	191	412	18	139	228	160	334	277	317	340	353	191	18	277
235	260	16	353	999	254	207	141	352	265	256	271	147	177	213	16	0	207	352	177
177	98	246	149	254	999	193	357	137	186	82	24	299	131	315	246	254	193	137	131
35	272	191	191	207	193	999	226	199	63	258	218	144	241	130	191	207	0	199	241
261	387	136	412	141	357	226	999	417	288	381	378	85	311	144	136	141	226	417	311
165	230	339	18	352	137	199	417	999	150	214	146	341	267	327	339	352	199	0	267
30	278	249	139	265	186	63	288	150	999	263	210	205	267	179	249	265	63	150	267
249	16	252	228	256	82	258	381	214	263	999	68	338	88	368	252	256	258	214	88
201	83	263	160	271	24	218	378	146	210	68	999	322	133	339	263	271	218	146	133
180	348	135	334	147	299	144	85	341	205	338	322	999	283	70	135	147	144	341	283
244	86	176	277	177	131	241	311	267	267	88	133	283	999	326	176	177	241	267	0
162	379	199	317	213	315	130	144	327	179	368	339	70	326	999	199	213	130	327	326
219	257	0	340	16	246	191	136	339	249	252	263	135	176	199	999	999	999	999	999
235	260	16	353	0	254	207	141	352	265	256	271	147	177	213	999	999	999	999	999
35	272	191	191	207	193	0	226	199	63	258	218	144	241	130	999	999	999	999	999
165	230	339	18	352	137	199	417	0	150	214	146	341	267	327	999	999	999	999	999
244	86	176	277	177	131	241	311	267	267	88	133	283	0	326	999	999	999	999	999
